Actual Player Name,Site.Account_Name,Configuration,Player_Name,Item_Name,Serial Nos,Status,Orientation,Layout,Warranty_End_Date_calc
TV Screen,KFC Canada Company,Menu Boards,A1,,801MXNUKU327,Installed,Portrait,2.64862600000032E+018,2022-12-17
TV Screen,KFC Sarnia 138-002,Menu Boards,YUM138-002KA1,42SH7DB-M,801MXNUQT535,Installed,,2.64862600000032E+018,2021-05-21
TV Screen,Marca College - Mississauga,Video Wall,A1,LG42SH7DB-M,801MXPHKU432,Installed,,2.64862600000032E+018,
TV Screen,KFC Sarnia 138-002,Menu Boards,YUM138-002KA0,42SH7DB-M,801MXPHSR760,Installed,,2.64862600000032E+018,2021-05-21
TV Screen,CBV - White Oaks Mall,Promotional Display,,LG 49SH7DB-M,801MXRFKU334,Installed,,2.64862600000032E+018,
TV Screen,CBV - Markville,Promotional Display,A0,49 SH7DB-M,801MXSKKU342,Installed,,2.64862600000032E+018,
TV Screen,KFC Sarnia 138-002,Menu Boards,YUM138-002KA2,42SH7DB-M,801MXUNKU590,Installed,,2.64862600000032E+018,
TV Screen,KFC Jane St 242-001,Menu Boards,B0,LG 49SH7DB-M,801MXWEKU329,Installed,,2.64862600000032E+018,
TV Screen,KFC Sarnia 138-002,Menu Boards,KFC Sarnia 138-002A3,42SH7DB-M,801MXZJKU605,Installed,,2.64862600000032E+018,2021-05-31
TV Screen,Industria - Carrefour Laval,Promotional Display,Z2B0,LG 65SE3KD-B,801MXZJNU357,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Queen 49-007,Promotional Display,TC0,42SH7DB-ME,802MXMTNX307,Installed,,2.64862600000032E+018,
TV Screen,Marca College - Dufferin Mall,Promotional Display,COL-5313131Z2A1,LG65SE3D-B,802MXTCQR969,Installed,,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXBPR4765,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXCRR4771,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXFVR4763,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXHBR4769,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXJXR4764,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Grotto Hair Studio,Promotional Display,A0,,803MXLSR4776,Installed,Portrait,2.64862600000032E+018,2022-10-11
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXPHR4768,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXQAR4772,Shipped,Landscape,2.64862600000032E+018,
TV Screen,KFC Sarnia 138-002,Menu Boards,KFC Sarnia 138-002A4,42SH7DB-M,803MXRFPK150,Installed,,2.64862600000032E+018,
TV Screen,KFC Oakville 211-002,Infotainment,YUM1432-WA0,LG49SH7DBM,803MXSKR4774,Installed,,2.64862600000032E+018,
TV Screen,Jean Bleu - Joliette,Promotional Display,A0,,803MXUNS8246,Installed,Portrait,2.64862600000032E+018,2022-10-08
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXWER4761,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXXQR4762,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXYGR4770,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Dan Lok Education Inc.,Video Wall,,,803MXZJR4773,Shipped,Landscape,2.64862600000032E+018,
TV Screen,Salon Entrenous,Promotional Display,,LG 55XS2E-BH,804KCFTKW995,Installed,Portrait,2.64862600000032E+018,2021-07-23
TV Screen,7-11 Vancouver 32999,Promotional Display,WA0,LG 55XS2E,804KCWCKW993,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 33424,Promotional Display,WA0,LG 55XS2E,804KCXMKW994,Installed,,2.64862600000032E+018,
TV Screen,Vitality Medi-Spa Halifax,Promotional Display,A0,LG 65SE3D-B,805MXUNL9046,Installed,Portrait,2.64862600000032E+018,2022-09-04
TV Screen,7-11 Vancouver 37856,Promotional Display,WA0,LG 55XS2E,806KCCVMC859,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 34264,Promotional Display,WA0,LG55XS2E-B,806KCDGMC866,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 37799,Promotional Display,WA0,LG 55XS2E-B,806KCFTMC875,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 33296,Promotional Display,WA0,LG-55XS2E,806KCJZMC876,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 37795,Promotional Display,WA0,LG 55XS2E-B,806KCKJMC869,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 34680,Promotional Display,WA0,LG 5555XS2E,806KCNLMC871,Installed,,2.64862600000032E+018,
TV Screen,7-11 Richmond 27052,Promotional Display,WA0,LG 55XS2E,806KCQXMC860,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 32344,Promotional Display,WA0,LG 55XS2E,806kcsfmc862,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 38558,Promotional Display,WA1,LG 55XS2E-B,806KCTBMC865,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 37778,Promotional Display,WA0,LG-55XS2E-B,806KCUKMC870,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 38511,Promotional Display,WA0,LG 55XS2E-B,806KCWCMC873,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 37281,Promotional Display,WA0,LG LX55XSE-B,806KCXMMC874,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 38558,Promotional Display,WA0,LG 55XS2E-B,806KFCRMC867,Installed,,2.64862600000032E+018,
TV Screen,7-11 Edmonton 38824,Promotional Display,WA0,LG 49XS2E-B,807KCDGMS530,Installed,,2.64862600000032E+018,
TV Screen,7-11 Neepawa 38826,Promotional Display,WA0,LG 49XS2E-B,807KCMRMS531,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 32741,Promotional Display,WA0,LG49X2EBH,807KCTBMS529,Installed,,2.64862600000032E+018,
TV Screen,KFC Prince Albert 080-010,Menu Boards,A4,LG 42SH7DB-M,807mxayq6360,Installed,,2.64862600000032E+018,
TV Screen,Kiehl's HBC Vancouver,Promotional Display,A0,LG 65SE3KD-BE,807MXAYSY144,Replacement,,2.64862600000032E+018,
TV Screen,7-11 Edmonton 38543,Infotainment,IA1,LG 42SH7DB-M,807MXBPQ6365,Installed,,2.64862600000032E+018,
TV Screen,Kernels Orchard Park,Menu Boards,A0,LG 42SH,807MXFVQ6363,,,2.64862600000032E+018,
TV Screen,7-11 Edmonton 38543,Infotainment,IA0,LG 42SH7DB-M,807MXJXQ6364,Installed,,2.64862600000032E+018,
TV Screen,KFC Prince Albert 080-010,Menu Boards,A0,LG-42SH7DB-M,807mxnuq6359,Installed,,2.64862600000032E+018,
TV Screen,7-11 Edmonton 38543,Infotainment,IA2,LG 42SH7DB-M,807MXRFQ6366,Installed,,2.64862600000032E+018,
TV Screen,KFC Prince Albert 080-010,Menu Boards,A2,LG 42SH7DB-M,807mxvwq6367,Installed,,2.64862600000032E+018,
TV Screen,KFC Prince Albert 080-010,Menu Boards,A3,LG 42SH7DB-M,807mxweq6361,Installed,,2.64862600000032E+018,
TV Screen,KFC Prince Albert 080-010,Menu Boards,A1,LG 42SH7DB-M,807mxxqq6362,Installed,,2.64862600000032E+018,
TV Screen,CBV - Eaton Centre 004,Promotional Display,A0,NEC V484,85106690NA,Installed,,2.64862600000032E+018,2021-10-17
TV Screen,CBV - Erin Mills,Promotional Display,A0,NEC V484,88107740NA,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell T05-005 Vaughan Mills,Menu Boards,A1,,8F005693,Installed,Landscape,2.64862600000032E+018,2022-10-09
TV Screen,Taco Bell T05-005 Vaughan Mills,Menu Boards,A2,,8F005773,Installed,Landscape,2.64862600000032E+018,2022-10-09
TV Screen,Taco Bell T05-005 Vaughan Mills,Menu Boards,A0,,8F005923,Installed,Landscape,2.64862600000032E+018,2022-10-09
TV Screen,Taco Bell T05-005 Vaughan Mills,Menu Boards,A3,,8F005943,Installed,Landscape,2.64862600000032E+018,2022-10-09
TV Screen,Taco Bell Kitchener 49-014,Menu Boards,A4,SHARP PNY 49,8S00302X,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Kitchener 49-014,Menu Boards,A3,SHARP PNY 49,8S00305X,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Kitchener 49-014,Menu Boards,YUM49-014TMA0,SHARP PNY 49,8S00306X,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Kitchener 49-014,Menu Boards,A1,SHARP PNY 49,8S00307X,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Kitchener 49-014,Menu Boards,A2,SHARP PNY 49,8S00309X,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 22651,Next Gen Coffee Bar,A2,Sharp PN-Y436,8S00310X,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 22651,Next Gen Coffee Bar,A1,Sharp PN-Y436,8S00311X,Installed,,2.64862600000032E+018,
TV Screen,KFC Prince George 30-056,Menu Boards,A3,Sharp PN-Y436,8S00312X,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 22651,Next Gen Coffee Bar,A3,Sharp PN-Y436,8S00313x,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 22651,Next Gen Coffee Bar,A0,Sharp PN-Y436,8S00314X,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 37557,Slupee TV,SA2,Sharp PN-Y436,8S00317X,Installed,,2.64862600000032E+018,
TV Screen,KFC Hamilton 1425,Menu Boards,YUM1425KMA3,Sharp PNY436,8S00318X,Installed,,2.64862600000032E+018,
TV Screen,Fat Rabbit Rideau Centre,Menu Boards,A1,Sharp PN-Y 436,8S00324X,Installed,,2.64862600000032E+018,
TV Screen,KFC Hamilton 1425,Menu Boards,YUM1425KMA2,Sharp PNY436,8S00326X,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 37557,Slupee TV,SA1,Sharp PN-Y436,8S00376X,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 34264,Menu Boards,MA3,Sharp PN-Y496,8S00437X,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 34264,Menu Boards,MA2,Sharp PN-Y496,8S00444X,Installed,,2.64862600000032E+018,
TV Screen,Cobs-Pine Center 9065,Promotional Display,A2,Sharp PNY 496,8S00450X,Installed,,2.64862600000032E+018,
TV Screen,KFC Grande Prairie 029-001,Promotional Display,,Sharp PN-Y326,8S004556,Installed,,2.64862600000032E+018,
TV Screen,KFC Lethbridge 041-001,Order Confirmation Boards,,,8S004586,Installed,,2.64862600000032E+018,2188-08-02
TV Screen,KFC Mississauga 128-006,Order Confirmation Boards,,,8S004606,Installed,Landscape,2.64862600000032E+018,2023-01-08
TV Screen,"3P: Kalex - Toronto, ON",3rd Party,,,8S004616,3rd Party,,2.64862600000032E+018,
TV Screen,KFC Grande Prairie 026-002,Order Confirmation Boards,,Sharp PN-Y326,8S004626,Installed,,2.64862600000032E+018,
TV Screen,KFC Fort McMurray 099-001,Order Confirmation Boards,OCB,,8S004656,Installed,,2.64862600000032E+018,2023-02-17
TV Screen,KFC Clarkson 251-001,3rd Party,,,8S004676,Installed,Landscape,2.64862600000032E+018,2023-01-13
TV Screen,KFC Petawawa 130-001,Order Confirmation Boards,A0,,8S004686,Installed,,2.64862600000032E+018,2023-02-19
TV Screen,KFC High Level 042-016,3rd Party,,,8S004716,3rd Party,,2.64862600000032E+018,
TV Screen,KFC Bradford 1348,Menu Boards,MA2,Sharp PNY 496,8S00561X,Installed,,2.64862600000032E+018,
TV Screen,COBS-West Granville 9142,Promotional Display,A0,SHARP PNY 496,8S00597X,Installed,Landscape,2.64862600000032E+018,2022-07-10
TV Screen,COBS-Ridley Square 9331,Promotional Display,A0,SHARP PN-Y496,8S00600X,Installed,,2.64862600000032E+018,
TV Screen,COBS-Ridley Square 9331,Promotional Display,A1,SHARP PN-Y496,8S00608X,Installed,,2.64862600000032E+018,
TV Screen,KFC Oakville 211-002,Menu Boards,YUM1432-MA1,Sharp PN-Y436,8S006134,Installed,,2.64862600000032E+018,
TV Screen,7-11 Toronto 22116,Next Gen Coffee Bar,,Sharp PN-Y436,8S006154,Installed,,2.64862600000032E+018,
TV Screen,KFC Oakville 211-002,Menu Boards,YUM1432-MA0,Sharp PN-Y436,8S006164,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell T05-003 Markville Mall Food Court,Menu Boards,YUMT05-003TA1,Sharp PN-Y43,8S006174,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell T05-003 Markville Mall Food Court,Menu Boards,YUMT05-003TA0,Sharp PN-Y43,8S006194,Installed,,2.64862600000032E+018,
TV Screen,KFC Oakville 211-002,Menu Boards,YUM1432-MA2,Sharp PN-Y436,8S006204,Installed,,2.64862600000032E+018,
TV Screen,COBS-West Granville 9142,Promotional Display,A2,SHARP PNY 496,8S00621X,Installed,Landscape,2.64862600000032E+018,2022-07-10
TV Screen,Taco Bell T05-003 Markville Mall Food Court,Menu Boards,YUM-T05-003TA2,Sharp PN-Y43,8S006224,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell T05-003 Markville Mall Food Court,Menu Boards,YUM-T05-003TA3,Sharp PN-Y43,8S006234,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Toronto 6323,Menu Boards,YUM6323TMA4,SHARP PN-Y436,8S006254,Installed,Landscape,2.64862600000032E+018,2021-07-26
TV Screen,KFC Oakville 211-002,Menu Boards,YUM1432-MA3,Sharp PN-Y436,8S006264,Installed,,2.64862600000032E+018,
TV Screen,KFC Oakville 211-002,Menu Boards,YUM1432-MA4,Sharp PN-Y436,8S006324,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Toronto 6323,Menu Boards,YUM6323TMA3,SHARP PN-Y436,8S006344,Installed,Landscape,2.64862600000032E+018,2021-07-26
TV Screen,Taco Bell Toronto 6323,Menu Boards,YUM6323TMA0,SHARP PN-Y436,8S006364,Installed,Landscape,2.64862600000032E+018,2021-07-26
TV Screen,7-11 Richmond 27052,Next Gen Coffee Bar,,Sharp PN-Y436,8S006394,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Toronto 6323,Menu Boards,YUM6323TMA1,SHARP PN-Y436,8S006414,Installed,Landscape,2.64862600000032E+018,2021-07-26
TV Screen,7-11 Kamloops 29991,Next Gen Coffee Bar,CA0,Sharp PN-Y436,8S006474,Installed,,2.64862600000032E+018,
TV Screen,7-11 Kamloops 29991,Slupee TV,SA0,Sharp PN-Y436,8S006484,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Toronto 6323,Menu Boards,YUM6323TMA2,SHARP PN-Y436,8S006504,Installed,Landscape,2.64862600000032E+018,2021-07-26
TV Screen,7-11 Victoria 23119,Slupee TV,,Sharp PN-Y436,8S006514,Installed,,2.64862600000032E+018,
TV Screen,7-11 Victoria 33632,Next Gen Coffee Bar,,Sharp PN-Y436,8S006534,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 33296,Menu Boards,MA3,Sharp PN-Y496,8S00656Y,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 32741,Menu Boards,MA2,Sharp PN-Y496,8S006587,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 32741,Menu Boards,MA1,Sharp PN-Y496,8S00660Y,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 32741,Menu Boards,MA0,Sharp PN-Y496,8S00661Y,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 32741,Menu Boards,MA3,Sharp PN-Y496,8S00662Y,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 32999,Next Gen Coffee Bar,,Sharp PN-Y436,8S006664,Installed,,2.64862600000032E+018,
TV Screen,7-11 Squamish 32845,Next Gen Coffee Bar,,Sharp PN-Y436,8S006684,Installed,,2.64862600000032E+018,
TV Screen,7-11 Squamish 32845,Next Gen Coffee Bar,,Sharp PN-Y436,8S006704,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 33296,Menu Boards,MA0,Sharp PN-Y496,8S00672Y,Installed,,2.64862600000032E+018,
TV Screen,7-11 Kamloops 29991,Slupee TV,SA1,Sharp PN-Y436,8S006734,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 32999,Next Gen Coffee Bar,,Sharp PN-Y436,8S006744,Installed,,2.64862600000032E+018,
TV Screen,7-11 Kamloops 29991,Next Gen Coffee Bar,CB0,Sharp PN-Y436,8S006754,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 32999,Next Gen Coffee Bar,,Sharp PN-Y436,8S006764,Installed,,2.64862600000032E+018,
TV Screen,7-11 Kamloops 29991,Next Gen Coffee Bar,,Sharp PN-Y436,8S006774,Installed,,2.64862600000032E+018,
TV Screen,7-11 Kamloops 29991,Next Gen Coffee Bar,CB1,Sharp PN-Y436,8S006794,Installed,,2.64862600000032E+018,
TV Screen,7-11 Richmond 27052,Next Gen Coffee Bar,,Sharp PN-Y436,8S006804,Installed,,2.64862600000032E+018,
TV Screen,7-11 Richmond 27052,Next Gen Coffee Bar,,Sharp PN-Y436,8S006814,Installed,,2.64862600000032E+018,
TV Screen,7-11 Richmond 27052,Next Gen Coffee Bar,,Sharp PN-Y436,8S006854,Installed,,2.64862600000032E+018,
TV Screen,7-11 Victoria 23119,Next Gen Coffee Bar,,Sharp PN-Y436,8S006864,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 20875,Next Gen Coffee Bar,,Sharp PN-Y436,8S006874,Installed,,2.64862600000032E+018,
TV Screen,7-11 Richmond 27052,Next Gen Coffee Bar,,Sharp PN-Y436,8S006884,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 20875,Next Gen Coffee Bar,,Sharp PN-Y436,8S006894,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 20875,Next Gen Coffee Bar,,Sharp PN-Y436,8S006924,Installed,,2.64862600000032E+018,
TV Screen,7-11 Richmond 27052,Next Gen Coffee Bar,,Sharp PN-Y436,8S006944,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 32999,Next Gen Coffee Bar,,Sharp PN-Y436,8S006964,Installed,,2.64862600000032E+018,
TV Screen,7-11 Toronto 22116,Next Gen Coffee Bar,,Sharp PN-Y436,8S007074,Installed,,2.64862600000032E+018,
TV Screen,7-11 Richmond 27052,Next Gen Coffee Bar,,Sharp PN-Y436,8S007124,Installed,,2.64862600000032E+018,
TV Screen,7-11 Claresholm 38120,Next Gen Coffee Bar,CA0,Sharp PN-Y436,8S007174,Installed,,2.64862600000032E+018,
TV Screen,7-11 Victoria 23119,Next Gen Coffee Bar,,Sharp PN-Y436,8S007184,Installed,,2.64862600000032E+018,
TV Screen,7-11 Claresholm 38120,Next Gen Coffee Bar,CB1,Sharp PN-Y436,8S007194,Installed,,2.64862600000032E+018,
TV Screen,KFC Fort McMurray 058-001,Order Confirmation Boards,OCB screen no player installed,Sharp PN-Y326,8S007276,Installed,,2.64862600000032E+018,
TV Screen,KFC Bradford 1348,Menu Boards,MA4,Sharp PNY 496,8S00728Y,Installed,,2.64862600000032E+018,
TV Screen,KFC Bradford 1348,Next Gen Coffee Bar,MA3,Sharp PNY 496,8S00732Y,Installed,,2.64862600000032E+018,
TV Screen,COBS-Ridley Square 9331,Promotional Display,A2,SHARP PN-Y496,8S00735Y,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 38558,Menu Boards,MA0,PNY 496,8S00736Y,Installed,,2.64862600000032E+018,
TV Screen,KFC Bradford 1348,Menu Boards,MA0,Sharp PNY 496,8S00741Y,Installed,,2.64862600000032E+018,
TV Screen,COBS-West Granville 9142,Promotional Display,A1,SHARP PNY 496,8S00742Y,Installed,Landscape,2.64862600000032E+018,2022-07-10
TV Screen,KFC Bradford 1348,Menu Boards,MA1,Sharp PNY 496,8S00743Y,Installed,,2.64862600000032E+018,
TV Screen,KFC Windsor 1919,Menu Boards,YUM1919KA3,SHARP PN-Y496,8S007801,Installed,Portrait,2.64862600000032E+018,2021-06-25
TV Screen,KFC Windsor 1919,Menu Boards,YUM1919KA1,SHARP PN-Y496,8S007811,Installed,Portrait,2.64862600000032E+018,2021-06-25
TV Screen,KFC Lindsay 1510,Menu Boards,A0,SHARP PN-Y496,8S007831,Installed,Portrait,2.64862600000032E+018,2021-07-29
TV Screen,Sbarro-Halton Hills,Menu Boards,A0,"SHARP 49"" PNY",8S007831,Installed,,2.64862600000032E+018,
TV Screen,KFC Brantford 1586,Menu Boards,A1,SHARP PNY 496,8S007841,Installed,,2.64862600000032E+018,
TV Screen,KFC Lindsay 1510,Menu Boards,A1,SHARP PN-Y496,8S007841,Installed,Portrait,2.64862600000032E+018,2021-07-29
TV Screen,KFC Skypointe 042-017,Order Confirmation Boards,,,8S007896,Installed,Landscape,2.64862600000032E+018,2023-03-26
TV Screen,KFC Lindsay 1510,Menu Boards,A3,SHARP PN-Y496,8S007941,Installed,Portrait,2.64862600000032E+018,2021-07-29
TV Screen,Sbarro-Halton Hills,Menu Boards,A2,"SHARP 49"" PNY",8S007941,Installed,,2.64862600000032E+018,
TV Screen,KFC Windsor 1919,Menu Boards,YUM1919KA0,SHARP PN-Y496,8S007951,Installed,Portrait,2.64862600000032E+018,2021-06-25
TV Screen,KFC Taber 041-005,Order Confirmation Boards,OCB screen - no player installed,Sharp PN-Y326,8S007976,,,2.64862600000032E+018,
TV Screen,KFC Windsor 1459,Menu Boards,YUM1459KA3,SHARP PN-Y496,8S007991,Installed,,2.64862600000032E+018,
TV Screen,KFC Espanola 159-001,Order Confirmation Boards,OCB - no player installed,Sharp PN-Y326,8S007996,Installed,,2.64862600000032E+018,
TV Screen,KFC Windsor 1919,Menu Boards,YUM1919KA5,SHARP PN-Y496,8S008001,Installed,Portrait,2.64862600000032E+018,2021-06-25
TV Screen,KFC Milton 150-001,Order Confirmation Boards,,Sharp PN-Y326,8S008046,Installed,,2.64862600000032E+018,
TV Screen,KFC Windsor 1919,Menu Boards,YUM1919KA2,SHARP PN-Y496,8S008051,Installed,Portrait,2.64862600000032E+018,2021-06-25
TV Screen,KFC Windsor 1919,Menu Boards,YUM1919KA4,SHARP PN-Y496,8S008081,Installed,Portrait,2.64862600000032E+018,2021-06-25
TV Screen,KFC Humboldt 067-001,Order Confirmation Boards,OCB no media player installed,Sharp PN-Y326,8S008096,Installed,,2.64862600000032E+018,
TV Screen,KFC Calgary 1750,Order Confirmation Boards,OCB,,8S008106,Shipped,Landscape,2.64862600000032E+018,
TV Screen,KFC Brampton 208-001,Order Confirmation Boards,OCB - no player installed,Sharp PN-Y326,8S008116,Installed,,2.64862600000032E+018,
TV Screen,KFC Gravenhurst 183-001,Order Confirmation Boards,OCB screen - no player installed,Sharp PN-Y326,8S008126,Installed,,2.64862600000032E+018,
TV Screen,KFC Lloydminster 065-001,Order Confirmation Boards,OCB - no player installed,Sharp PN-Y326,8S008136,Installed,,2.64862600000032E+018,
TV Screen,KFC Aldergrove 212-001,Order Confirmation Boards,OCB Screen - no player installed,Sharp PN-Y326,8S008156,Installed,,2.64862600000032E+018,
TV Screen,KFC Brooks 237-003,Order Confirmation Boards,OCB,,8s008226,Installed,Landscape,2.64862600000032E+018,2023-01-07
TV Screen,KFC Coombs 30-062,Order Confirmation Boards,OCB,,8S008276,Installed,Landscape,2.64862600000032E+018,2023-03-11
TV Screen,KFC Marmora 30-058,Order Confirmation Boards,,,8S008346,Shipped,Landscape,2.64862600000032E+018,
TV Screen,7-11 Calgary 15901,Slupee TV,SA1,SHARP PN-Y436,8s008516,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell 48-004 Saskatoon,Menu Boards,YUM48-004TA1,Sharp PNY436,8S008526,Installed,Landscape,2.64862600000032E+018,2021-12-21
TV Screen,Taco Bell 48-004 Saskatoon,Menu Boards,YUM48-004TA0,Sharp PNY436,8S008536,Installed,Landscape,2.64862600000032E+018,2021-12-21
TV Screen,7-11 Calgary 15901,Slupee TV,SA0,SHARP PN-Y436,8s008546,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell 48-004 Saskatoon,Menu Boards,YUM48-004TA3,Sharp PNY436,8S008556,Installed,Landscape,2.64862600000032E+018,2021-12-21
TV Screen,KFC Scarborough 1305,Menu Boards,YUM1305KMA4,Sharp PNY436,8S008576,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell 48-004 Saskatoon,Menu Boards,YUM48-004TA2,Sharp PNY436,8S008616,Installed,Landscape,2.64862600000032E+018,2021-12-21
TV Screen,Taco Bell Hawkesbury 6322,Menu Boards,YUM6322TA0,Sharp PNY436,8S008636,Installed,,2.64862600000032E+018,
TV Screen,KFC 1951,Menu Boards,YUM1951KMA0,Sharp PNY436,8S008646,Installed,,2.64862600000032E+018,
TV Screen,KFC 1951,Menu Boards,YUM1951KMA1,Sharp PNY436,8S008666,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Hawkesbury 6322,Menu Boards,YUM6322TA1,Sharp PNY436,8S008696,Installed,,2.64862600000032E+018,
TV Screen,Taco Bell Hawkesbury 6322,Menu Boards,YUM6322TA4,Sharp PNY436,8S008716,Installed,,2.64862600000032E+018,
TV Screen,KFC Newmarket 1345,Menu Boards,A0,SHARP PNY496,8S009041,Installed,,2.64862600000032E+018,
TV Screen,7-11 Calgary 38511,Slupee TV,SA0,Sharp PN-Y436,8S009056,Installed,,2.64862600000032E+018,
TV Screen,COBS-Crestwood 9101,Menu Boards,A0,SHARP PNY496,8S009061,Installed,Landscape,2.64862600000032E+018,2022-07-31
TV Screen,KFC 1951,Menu Boards,YUM1951KMA3,Sharp PNY436,8S009076,Installed,,2.64862600000032E+018,
TV Screen,COBS-Crestwood 9101,Menu Boards,A2,SHARP PNY496,8S009091,Installed,Landscape,2.64862600000032E+018,2022-07-31
TV Screen,KFC 1951,Menu Boards,YUM1951KMA2,Sharp PNY436,8S009096,Installed,,2.64862600000032E+018,
TV Screen,7-11 Edmonton 33343,Menu Boards,A3,Sharp  PNY 496,8S009111,Installed,,2.64862600000032E+018,
TV Screen,KFC Melfort 068-001,Order Confirmation Boards,OCB screen only no player installed,Sharp PN-Y326,8S009117,Installed,,2.64862600000032E+018,
TV Screen,7-11 Vancouver 32999,Next Gen Coffee Bar,,Sharp PN-Y436,8S009126,Installed,,2.64862600000032E+018,
TV Screen,KFC Brantford 1586,Menu Boards,A2,SHARP PNY 496,8S009131,Installed,,2.64862600000032E+018,
TV Screen,KFC Lindsay 1510,Menu Boards,A2,SHARP PN-Y496,8S009131,Installed,Portrait,2.64862600000032E+018,2021-07-29
TV Screen,7-11 Kamloops 29991,Slupee TV,SA2,Sharp PN-Y436,8S009146,Installed,,2.64862600000032E+018,
TV Screen,KFC Brantford 1586,Menu Boards,A4,SHARP PNY 496,8S009151,Installed,,2.64862600000032E+018,
TV Screen,KFC Lindsay 1510,Menu Boards,A4,SHARP PN-Y496,8S009151,Installed,Portrait,2.64862600000032E+018,2021-07-29
TV Screen,COBS-Crestwood 9101,Menu Boards,A1,SHARP PNY496,8S009161,Installed,Landscape,2.64862600000032E+018,2022-07-31
TV Screen,7-11 Vancouver 32999,Next Gen Coffee Bar,,Sharp PN-Y436,8S009176,Installed,,2.64862600000032E+018,
TV Screen,KFC Newmarket 1345,Menu Boards,A2,SHARP PNY496,8S009191,Installed,,2.64862600000032E+018,
