Id,Site.Account_Name,Configuration,Player_Name,Item_Name,Name,Status,Orientation,Layout,Warranty_End_Date_calc
2648626000008940001,"7-11 Waterloo 25067",UR-Tunes,711-25067AA0,QB3,AB322019011410,Installed,Audio,2648626000000315682,2020-05-25
2648626000008940007,"7-11 Waterloo 25067","Next Gen Coffee Bar",711-25067CA0,QB3,AB322019011301,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940013,"7-11 Waterloo 25067","Next Gen Coffee Bar",711-25067CA1,QB3,AB322019011302,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940019,"7-11 Waterloo 25067","Next Gen Coffee Bar",711-25067CB0,QB3,AB322019011307,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940025,"7-11 Waterloo 25067","Next Gen Coffee Bar",711-25067CB1,QB3,AB322019011309,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940031,"7-11 Waterloo 25067","Menu Boards",711-25067MA0,QB3,AB322019011409,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940037,"7-11 Waterloo 25067","Menu Boards",711-25067MA1,QB3,AB322019011289,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940043,"7-11 Waterloo 25067","Menu Boards",711-25067MA2,QB3,AB322019011287,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940055,"7-11 Waterloo 25067","Slupee TV",711-25067SA0,QB3,AB322019011290,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940061,"7-11 Waterloo 25067","Slupee TV",711-25067SA1,QB3,AB322019011304,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940067,"7-11 Waterloo 25067","Slupee TV",711-25067SA2,QB3,AB322019011286,Installed,Landscape,2648626000000315682,2020-05-25
2648626000008940223,"Kernels Oakville Place F0094","Menu Boards",A0,NUC,G6AY71100B7U,Installed,,2648626000000315682,2022-05-28
2648626000008940229,"Kernels Oakville Place F0094","Menu Boards",A1,NUC,G6AY81200KJV,Installed,,2648626000000315682,2022-05-28
2648626000008940235,"Kernels Oakville Place F0094","Promotional Display",KER-F0094B0,QB3,AB322019010869,Installed,,2648626000000315682,2020-05-28
2648626000008940241,"Kernels Oakville Place F0094","Menu Boards",TVA0,"Samsung SH37F",064HHCSK900268Y,Installed,,2648626000000315682,2022-05-28
2648626000008940247,"Kernels Oakville Place F0094","Menu Boards",TVA1,"Samsung SH37F",064HHCSM100047D,Installed,,2648626000000315682,2022-05-28
2648626000008940253,"Kernels Oakville Place F0094","Promotional Display",TVB0,"Sharp PNY 439",9S015582,Installed,,2648626000000315682,2022-05-28
2648626000008945001,"7-11 Cloverdale 26517","Promotional Display",Router,"Ubiquiti Router",B4FBE4B36F4C,Installed,,2648626000000315682,2020-05-21
2648626000008945007,"7-11 Pitt Meadows 25400","Promotional Display",Router,"Ubiquiti Router",B4FBE4B36F5E,Installed,,2648626000000315682,2020-05-21
2648626000008948005,"COBS-West Granville 9142","Promotional Display",TVA0,"SHARP PNY 496",8S00597X,Installed,Landscape,2648626000000315682,2022-07-10
2648626000008948011,"COBS-West Granville 9142","Promotional Display",TVA1,"SHARP PNY 496",8S00742Y,Installed,Landscape,2648626000000315682,2022-07-10
2648626000008948017,"COBS-West Granville 9142","Promotional Display",TVA2,"SHARP PNY 496",8S00621X,Installed,Landscape,2648626000000315682,2022-07-10
2648626000008949001,"KFC Prince Albert 080-010","Menu Boards",YUM080-010KA0,QB3,AB322019011347,Installed,Landscape,2648626000000315682,2020-05-30
2648626000008949007,"KFC Prince Albert 080-010","Menu Boards",YUM080-010KA1,QB3,AB322019011350,Installed,Landscape,2648626000000315682,2020-05-30
2648626000008949013,"KFC Prince Albert 080-010","Menu Boards",YUM080-010KA2,QB3,AB322019011348,Installed,Landscape,2648626000000315682,2020-05-30
2648626000008949019,"KFC Prince Albert 080-010","Menu Boards",YUM080-010KA3,QB3,AB322019010868,Installed,Landscape,2648626000000315682,2020-05-30
2648626000008949025,"KFC Prince Albert 080-010","Menu Boards",YUM080-010KA4,QB3,AB322019011346,Installed,Landscape,2648626000000315682,2020-05-30
2648626000008972001,"7-11 Calgary 38558","Promotional Display",TVWA1,"LG 55XS2E-B",806KCTBMC865,Installed,,2648626000000315682,2022-05-14
2648626000008972007,"7-11 Calgary 38558","Promotional Display",TVWA0,"LG 55XS2E-B",806KFCRMC867,Installed,,2648626000000315682,2022-05-14
2648626000008973001,"Kernels Richmond Centre","Promotional Display",A0,QB3,AB322019010531,Installed,,2648626000000315682,2020-07-16
2648626000008980118,"7-11 Calgary 37778","Next Gen Coffee Bar",TVCA0,"Sharp PN-Y436",9S005191,Installed,,2648626000000315682,2022-04-24
2648626000008980124,"7-11 Calgary 37778","Next Gen Coffee Bar",TVCA1,"Sharp PN-Y436",9S005171,Installed,,2648626000000315682,2022-04-24
2648626000008984001,"7-11 Guelph 25875",UR-Tunes,711-25875AA0,QB3,AB322019011349,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984007,"7-11 Guelph 25875","Next Gen Coffee Bar",711-25875CA0,QB3,AB322019011341,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984013,"7-11 Guelph 25875","Next Gen Coffee Bar",711-25875CA1,QB3,AB322019011343,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984019,"7-11 Guelph 25875","Next Gen Coffee Bar",711-25875CB0,QB3,AB322019011345,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984025,"7-11 Guelph 25875","Next Gen Coffee Bar",711-25875CB1,QB3,AB322019010666,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984031,"7-11 Guelph 25875","Menu Boards",711-25875MA0,QB3,AB322019010668,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984037,"7-11 Guelph 25875","Menu Boards",711-25875MA1,QB3,AB322019011431,Installed,Landscape,2648626000000315682,2020-05-22
2648626000008984043,"7-11 Guelph 25875","Menu Boards",711-25875MA2,QB3,AB322019011435,Installed,Landscape,2648626000000315682,2020-05-22
